time_s,pos_turns,pos_deg,normalized,velocity_turns_s,commanded_torque_Nm,desired_torque_Nm,torque_estimate_Nm,input_iq_A,effective_current_lim_A,motor_temp_C,fet_temp_C,vbus_V,ibus_A,power_elec_W,power_mech_W,power_loss_W,active_errors
74.892,-0.03336,-12.0,0.546,-0.724,-1.0000,-1.0000,-0.9937,0.000,40.000,41.0,44.1,18.07,1.951,35.07,4.37,30.93,0
74.922,-0.05596,-20.1,0.478,-0.784,-1.0000,-1.0000,-1.0010,0.000,40.000,41.0,44.1,18.07,1.921,34.26,5.20,28.90,0
74.948,-0.07673,-27.6,0.416,-0.746,-1.0000,-1.0000,-0.9939,0.000,40.000,41.0,44.1,18.09,1.603,29.13,4.80,24.29,0
74.981,-0.10165,-36.6,0.341,-0.720,-1.0000,-1.0000,-0.9917,0.000,40.000,41.0,44.1,18.07,1.912,34.75,4.34,30.69,0
75.015,-0.12593,-45.3,0.268,-0.473,-1.0000,-1.0000,-1.0047,0.000,40.000,41.0,44.1,18.08,1.605,28.97,2.64,26.26,0
75.075,-0.15056,-54.2,0.195,-0.358,-1.0000,-1.0000,-0.9933,0.000,40.000,41.0,44.1,18.11,1.529,27.85,2.14,25.60,0
75.105,-0.16015,-57.7,0.166,-0.305,-1.0000,-1.0000,-0.9998,0.000,40.000,41.0,44.1,18.10,1.591,28.72,1.87,26.82,0
75.133,-0.16775,-60.4,0.143,-0.224,-1.0000,-1.0000,-0.9968,0.000,40.000,41.0,44.1,18.10,1.612,29.16,1.40,27.77,0
75.162,-0.17405,-62.7,0.124,-0.216,-1.0000,-1.0000,-1.0033,0.000,40.000,41.0,44.1,18.08,1.802,32.77,1.34,31.36,0
75.192,-0.18069,-65.0,0.104,-0.245,-1.0000,-1.0000,-0.9960,0.000,40.000,41.0,44.1,18.08,1.893,34.41,1.51,32.95,0
75.221,-0.18889,-68.0,0.079,-0.302,-1.0000,-1.0000,-1.0000,0.000,40.000,41.0,44.1,18.07,1.882,33.84,1.96,31.79,0
75.249,-0.19775,-71.2,0.053,-0.321,-1.0000,-1.0000,-0.9997,0.000,40.000,41.0,44.1,18.07,1.851,33.40,2.03,31.21,0
75.278,-0.20723,-74.6,0.024,-0.341,-1.0000,-1.0000,-1.0070,0.000,40.000,41.0,44.1,18.08,1.691,30.52,2.16,28.13,0
75.308,-0.21741,-78.3,0.000,-0.328,-0.9000,0.0000,-0.8834,0.000,40.000,41.0,44.1,18.12,1.168,21.90,1.39,21.18,0
75.337,-0.22589,-81.3,0.000,-0.292,-0.8000,0.0000,-0.7838,0.000,40.000,41.0,44.1,18.13,0.990,19.06,1.06,18.46,0
75.364,-0.23132,-83.3,0.000,-0.045,-0.7000,0.0000,-0.6898,0.000,40.000,41.0,44.2,18.16,0.817,15.55,-0.18,15.83,0
75.397,-0.23036,-82.9,0.000,0.020,-0.6000,0.0000,-0.5849,0.000,40.000,41.0,44.2,18.19,0.605,11.69,-0.31,12.34,0
75.428,-0.23015,-82.9,0.000,-0.023,-0.5000,0.0000,-0.4782,0.000,40.000,41.0,44.2,18.20,0.459,8.49,-0.03,9.09,0
75.457,-0.23102,-83.2,0.000,-0.028,-0.4000,0.0000,-0.3906,0.000,40.000,41.0,44.2,18.22,0.325,6.29,-0.04,6.66,0
75.485,-0.23148,-83.3,0.000,-0.042,-0.3000,0.0000,-0.2794,0.000,40.000,41.0,44.2,18.22,0.216,4.04,0.02,4.30,0
75.514,-0.23209,-83.6,0.000,-0.032,-0.2000,0.0000,-0.1885,0.000,40.000,41.0,44.2,18.23,0.118,2.31,-0.01,2.50,0
75.545,-0.23236,-83.7,0.000,-0.020,-0.1000,0.0000,-0.0944,0.000,40.000,41.0,44.2,18.24,0.047,0.97,-0.02,1.00,0
75.577,-0.23240,-83.7,0.000,-0.020,-0.0000,0.0000,-0.0229,0.000,40.000,41.0,44.2,18.25,0.011,0.12,-0.00,0.13,0
75.608,-0.23229,-83.6,0.000,-0.003,0.0000,0.0000,0.0003,0.000,40.000,41.0,44.2,18.25,0.000,-0.00,-0.00,0.00,0
75.638,-0.23247,-83.7,0.000,-0.015,0.0000,0.0000,0.0038,0.000,40.000,41.1,44.2,18.25,-0.000,0.00,-0.00,-0.00,0
75.666,-0.23303,-83.9,0.000,-0.038,0.0000,0.0000,0.0006,0.000,40.000,41.1,44.2,18.25,0.000,0.00,-0.00,-0.00,0
75.695,-0.23499,-84.6,0.000,-0.073,0.0000,0.0000,-0.0031,0.000,40.000,41.1,44.2,18.26,0.000,0.00,0.00,0.00,0
75.724,-0.23566,-84.8,0.000,0.006,0.0000,0.0000,-0.0013,0.000,40.000,41.1,44.2,18.26,-0.000,0.00,0.00,-0.00,0
75.753,-0.23570,-84.9,0.000,-0.012,0.0000,0.0000,0.0048,0.000,40.000,41.1,44.2,18.25,0.000,0.00,0.00,-0.00,0
75.781,-0.23568,-84.8,0.000,-0.002,0.0000,0.0000,0.0002,0.000,40.000,41.1,44.2,18.25,-0.000,-0.00,-0.00,-0.00,0
75.809,-0.23568,-84.8,0.000,0.004,0.0000,0.0000,-0.0050,0.000,40.000,41.1,44.2,18.26,-0.000,0.00,0.00,0.00,0
75.838,-0.23568,-84.8,0.000,-0.004,0.0000,0.0000,-0.0061,0.000,40.000,41.1,44.2,18.25,0.000,-0.00,-0.00,0.00,0
75.868,-0.23566,-84.8,0.000,-0.002,0.0000,0.0000,-0.0001,0.000,40.000,41.1,44.2,18.26,-0.000,0.00,-0.00,0.00,0
75.896,-0.23567,-84.8,0.000,-0.001,0.0000,0.0000,0.0060,0.000,40.000,41.1,44.2,18.25,0.000,-0.00,-0.00,-0.00,0
75.926,-0.23566,-84.8,0.000,0.001,0.0000,0.0000,-0.0024,0.000,40.000,41.1,44.2,18.25,0.000,0.00,0.00,-0.00,0
75.955,-0.23566,-84.8,0.000,0.000,0.0000,0.0000,0.0015,0.000,40.000,41.1,44.2,18.25,-0.000,-0.00,0.00,-0.00,0
75.981,-0.23545,-84.8,0.000,0.015,0.0000,0.0000,-0.0011,0.000,40.000,41.1,44.2,18.26,-0.000,0.00,-0.00,-0.00,0
76.013,-0.23393,-84.2,0.000,0.086,0.0000,0.0000,-0.0008,0.000,40.000,41.1,44.2,18.26,0.000,-0.00,0.00,0.00,0
76.043,-0.22902,-82.4,0.000,0.258,0.0000,0.0000,-0.0018,0.000,40.000,41.1,44.2,18.25,-0.000,-0.00,-0.01,-0.01,0
76.073,-0.21910,-78.9,0.000,0.373,0.0000,0.0000,-0.0010,0.000,40.000,41.1,44.2,18.26,0.000,-0.00,0.00,0.01,0
76.104,-0.20556,-74.0,0.029,0.503,-0.1000,-1.0000,-0.0647,0.000,40.000,41.1,44.2,18.26,0.011,0.39,-0.17,0.72,0
76.136,-0.18912,-68.1,0.079,0.563,-0.2000,-1.0000,-0.2042,0.000,40.000,41.1,44.2,18.25,0.145,2.50,-0.64,3.11,0
76.164,-0.17205,-61.9,0.130,0.621,-0.3000,-1.0000,-0.3123,0.000,40.000,41.1,44.2,18.24,0.259,4.46,-1.08,5.26,0
76.196,-0.15243,-54.9,0.189,0.681,-0.4000,-1.0000,-0.4053,0.000,40.000,41.1,44.2,18.23,0.349,5.89,-1.56,7.44,0
76.228,-0.13082,-47.1,0.254,0.713,-0.5000,-1.0000,-0.5054,0.000,40.000,41.1,44.2,18.22,0.574,10.27,-2.12,12.02,0
76.256,-0.11418,-41.1,0.304,0.622,-0.6000,-1.0000,-0.6121,0.000,40.000,41.1,44.2,18.21,0.816,14.42,-2.43,16.73,0
76.285,-0.09650,-34.7,0.357,0.692,-0.7000,-1.0000,-0.7175,0.000,40.000,41.1,44.2,18.19,0.926,15.98,-2.69,18.15,0
76.316,-0.07826,-28.2,0.411,0.652,-0.8000,-1.0000,-0.8135,0.000,40.000,41.1,44.2,18.19,1.055,18.17,-2.80,20.51,0
76.347,-0.06155,-22.2,0.462,0.510,-0.9000,-1.0000,-0.9041,0.000,40.000,41.1,44.2,18.15,1.478,26.05,-2.44,27.86,0
76.379,-0.04741,-17.1,0.504,0.494,-1.0000,-1.0000,-1.0035,0.000,40.000,41.1,44.2,18.10,1.809,32.41,-2.57,35.02,0
76.412,-0.03490,-12.6,0.541,0.325,-1.0000,-1.0000,-1.0058,0.000,40.000,41.1,44.2,18.11,1.776,32.11,-1.99,34.11,0
76.442,-0.02699,-9.7,0.565,0.193,-1.0000,-1.0000,-1.0030,0.000,40.000,41.1,44.2,18.11,1.630,29.45,-0.96,30.34,0
76.472,-0.02490,-9.0,0.571,-0.024,-1.0000,-1.0000,-1.0000,0.000,40.000,41.1,44.2,18.11,1.605,29.14,0.42,28.81,0
76.502,-0.02903,-10.5,0.559,-0.195,-1.0000,-1.0000,-0.9965,0.000,40.000,41.1,44.2,18.10,1.745,31.72,1.35,30.51,0
76.532,-0.03691,-13.3,0.535,-0.247,-1.0000,-1.0000,-1.0026,0.000,40.000,41.1,44.2,18.07,1.902,34.64,1.69,32.71,0
76.564,-0.04727,-17.0,0.504,-0.389,-1.0000,-1.0000,-0.9965,0.000,40.000,41.1,44.2,18.08,1.862,33.59,2.52,31.32,0
76.596,-0.05863,-21.1,0.470,-0.369,-1.0000,-1.0000,-1.0039,0.000,40.000,41.1,44.2,18.08,1.805,32.44,2.38,29.97,0
76.629,-0.07217,-26.0,0.430,-0.454,-1.0000,-1.0000,-0.9899,0.000,40.000,41.1,44.2,18.11,1.547,27.97,2.91,25.04,0
76.659,-0.08842,-31.8,0.381,-0.604,-1.0000,-1.0000,-0.9893,0.000,40.000,41.1,44.2,18.10,1.660,30.16,3.87,26.39,0
76.689,-0.10942,-39.4,0.318,-0.741,-1.0000,-1.0000,-1.0028,0.000,40.000,41.1,44.1,18.07,2.017,36.41,5.04,31.41,0
76.716,-0.13193,-47.5,0.250,-0.955,-1.0000,-1.0000,-1.0093,0.000,40.000,41.2,44.1,18.07,1.851,33.21,5.58,27.37,0
76.746,-0.16072,-57.9,0.164,-0.995,-1.0000,-1.0000,-0.9958,0.000,40.000,41.2,44.1,18.10,1.710,31.15,6.23,24.92,0
76.778,-0.19180,-69.0,0.071,-0.951,-1.0000,-1.0000,-1.0147,0.000,40.000,41.2,44.1,18.06,1.966,35.46,5.73,29.49,0
76.806,-0.21413,-77.1,0.004,-0.722,-1.0000,-1.0000,-0.9978,0.000,40.000,41.2,44.1,18.09,1.587,28.48,4.38,23.94,0
76.833,-0.23026,-82.9,0.000,-0.539,-0.9000,0.0000,-0.8844,0.000,40.000,41.2,44.1,18.11,1.280,23.91,3.60,21.34,0
76.862,-0.23894,-86.0,0.000,-0.004,-0.8000,0.0000,-0.7830,0.000,40.000,41.2,44.1,18.14,1.052,19.54,-0.28,20.07,0
76.893,-0.23907,-86.1,0.000,-0.003,-0.7000,0.0000,-0.6874,0.000,40.000,41.2,44.1,18.16,0.822,15.75,-0.20,16.25,0
76.922,-0.23901,-86.0,0.000,-0.016,-0.6000,0.0000,-0.5841,0.000,40.000,41.2,44.1,18.18,0.632,12.12,-0.15,12.51,0
76.949,-0.23912,-86.1,0.000,-0.024,-0.5000,0.0000,-0.4855,0.000,40.000,41.2,44.1,18.19,0.464,8.93,-0.06,9.34,0
76.980,-0.23913,-86.1,0.000,0.006,-0.4000,0.0000,-0.3905,0.000,40.000,41.2,44.1,18.21,0.324,6.26,-0.12,6.68,0
77.007,-0.23902,-86.0,0.000,0.003,-0.3000,0.0000,-0.2898,0.000,40.000,41.2,44.1,18.22,0.203,4.15,-0.07,4.43,0
77.038,-0.23904,-86.1,0.000,-0.003,-0.2000,0.0000,-0.1955,0.000,40.000,41.2,44.1,18.23,0.113,2.22,-0.04,2.44,0
77.065,-0.23904,-86.1,0.000,-0.012,-0.1000,0.0000,-0.0929,0.000,40.000,41.2,44.1,18.24,0.041,0.90,-0.02,0.95,0
77.097,-0.23961,-86.3,0.000,-0.042,-0.0000,0.0000,-0.0129,0.000,40.000,41.2,44.1,18.24,0.006,0.10,0.00,0.09,0
77.130,-0.23992,-86.4,0.000,0.017,0.0000,0.0000,0.0073,0.000,40.000,41.2,44.1,18.25,0.000,0.00,0.00,-0.00,0
77.164,-0.23965,-86.3,0.000,0.003,0.0000,0.0000,0.0007,0.000,40.000,41.2,44.1,18.25,0.000,-0.00,-0.00,-0.00,0
77.195,-0.23944,-86.2,0.000,-0.001,0.0000,0.0000,0.0030,0.000,40.000,41.2,44.1,18.25,0.000,-0.00,-0.00,-0.00,0
77.229,-0.23913,-86.1,0.000,0.008,0.0000,0.0000,-0.0056,0.000,40.000,41.2,44.1,18.25,0.000,-0.00,0.00,-0.00,0
77.259,-0.23901,-86.0,0.000,0.002,0.0000,0.0000,-0.0021,0.000,40.000,41.2,44.1,18.26,-0.000,0.00,0.00,0.00,0
77.288,-0.23889,-86.0,0.000,0.003,0.0000,0.0000,0.0008,0.000,40.000,41.2,44.1,18.26,-0.000,0.00,-0.00,0.00,0
77.315,-0.23880,-86.0,0.000,-0.002,0.0000,0.0000,-0.0055,0.000,40.000,41.2,44.1,18.25,0.000,-0.00,0.00,-0.00,0
77.348,-0.23883,-86.0,0.000,0.003,0.0000,0.0000,0.0051,0.000,40.000,41.2,44.1,18.25,-0.000,0.00,0.00,-0.00,0
77.379,-0.23883,-86.0,0.000,0.000,0.0000,0.0000,0.0017,0.000,40.000,41.2,44.1,18.25,-0.000,0.00,0.00,-0.00,0
77.408,-0.23874,-85.9,0.000,0.009,0.0000,0.0000,-0.0013,0.000,40.000,41.2,44.1,18.26,0.000,-0.00,0.00,-0.00,0
77.440,-0.23860,-85.9,0.000,0.004,0.0000,0.0000,-0.0015,0.000,40.000,41.2,44.1,18.24,0.000,-0.00,-0.00,-0.00,0
77.470,-0.23859,-85.9,0.000,0.000,0.0000,0.0000,-0.0009,0.000,40.000,41.2,44.1,18.25,-0.000,-0.00,-0.00,-0.00,0
77.500,-0.23859,-85.9,0.000,0.000,0.0000,0.0000,0.0043,0.000,40.000,41.2,44.1,18.25,-0.000,0.00,-0.00,-0.00,0
77.531,-0.23857,-85.9,0.000,0.009,0.0000,0.0000,0.0026,0.000,40.000,41.2,44.1,18.26,0.000,0.00,0.00,-0.00,0
77.561,-0.23858,-85.9,0.000,0.003,0.0000,0.0000,-0.0030,0.000,40.000,41.2,44.1,18.25,-0.000,0.00,0.00,0.00,0
77.594,-0.23850,-85.9,0.000,0.008,0.0000,0.0000,0.0024,0.000,40.000,41.2,44.1,18.26,0.000,-0.00,-0.00,0.00,0
77.625,-0.23856,-85.9,0.000,-0.005,0.0000,0.0000,-0.0005,0.000,40.000,41.2,44.1,18.26,-0.000,0.00,0.00,0.00,0
77.650,-0.23856,-85.9,0.000,0.012,0.0000,0.0000,0.0105,0.000,40.000,41.2,44.1,18.26,-0.000,-0.00,0.00,-0.00,0
77.679,-0.23846,-85.8,0.000,-0.001,0.0000,0.0000,-0.0015,0.000,40.000,41.2,44.1,18.26,0.000,-0.00,0.00,0.00,0
77.709,-0.23876,-86.0,0.000,-0.023,0.0000,0.0000,0.0022,0.000,40.000,41.2,44.1,18.27,-0.000,0.00,0.00,0.00,0
77.739,-0.23895,-86.0,0.000,0.005,0.0000,0.0000,-0.0029,0.000,40.000,41.2,44.1,18.26,-0.000,0.00,-0.00,-0.00,0
77.771,-0.23870,-85.9,0.000,-0.006,0.0000,0.0000,-0.0058,0.000,40.000,41.2,44.1,18.26,-0.000,0.00,-0.00,-0.00,0
77.803,-0.23875,-86.0,0.000,0.004,0.0000,0.0000,-0.0030,0.000,40.000,41.2,44.1,18.26,0.000,0.00,-0.00,-0.00,0
77.831,-0.23877,-86.0,0.000,-0.003,0.0000,0.0000,0.0022,0.000,40.000,41.2,44.1,18.26,0.000,0.00,0.00,-0.00,0
77.861,-0.23875,-86.0,0.000,0.000,0.0000,0.0000,-0.0068,0.000,40.000,41.2,44.1,18.26,0.000,-0.00,0.00,-0.00,0
77.891,-0.23871,-85.9,0.000,0.001,0.0000,0.0000,0.0033,0.000,40.000,41.2,44.1,18.26,-0.000,-0.00,-0.00,-0.00,0
77.921,-0.23866,-85.9,0.000,0.003,0.0000,0.0000,0.0002,0.000,40.000,41.2,44.1,18.26,-0.000,0.00,0.00,-0.00,0
77.948,-0.23859,-85.9,0.000,0.000,0.0000,0.0000,-0.0009,0.000,40.000,41.2,44.1,18.26,-0.000,-0.00,-0.00,-0.00,0
77.981,-0.23842,-85.8,0.000,0.007,0.0000,0.0000,-0.0034,0.000,40.000,41.2,44.1,18.26,-0.000,-0.00,-0.00,0.00,0
78.013,-0.23829,-85.8,0.000,0.004,0.0000,0.0000,0.0016,0.000,40.000,41.2,44.0,18.26,-0.000,0.00,0.00,-0.00,0
78.045,-0.23822,-85.8,0.000,-0.001,0.0000,0.0000,-0.0061,0.000,40.000,41.2,44.0,18.25,0.000,0.00,-0.00,-0.00,0
78.075,-0.23815,-85.7,0.000,0.002,0.0000,0.0000,-0.0040,0.000,40.000,41.2,44.0,18.26,-0.000,0.00,-0.00,-0.00,0
78.108,-0.23805,-85.7,0.000,0.001,0.0000,0.0000,-0.0015,0.000,40.000,41.2,44.0,18.26,-0.000,0.00,-0.00,-0.00,0
78.141,-0.23804,-85.7,0.000,-0.002,0.0000,0.0000,0.0023,0.000,40.000,41.2,44.0,18.26,0.000,0.00,0.00,-0.00,0
78.172,-0.23798,-85.7,0.000,-0.003,0.0000,0.0000,-0.0013,0.000,40.000,41.2,44.0,18.26,0.000,0.00,-0.00,0.00,0
78.204,-0.23798,-85.7,0.000,-0.000,0.0000,0.0000,0.0031,0.000,40.000,41.2,44.0,18.26,-0.000,0.00,-0.00,-0.00,0
78.231,-0.23794,-85.7,0.000,0.000,0.0000,0.0000,-0.0009,0.000,40.000,41.2,44.0,18.26,-0.000,-0.00,0.00,-0.00,0
78.261,-0.23789,-85.6,0.000,0.012,0.0000,0.0000,0.0014,0.000,40.000,41.2,44.0,18.26,-0.000,0.00,-0.00,-0.00,0
78.291,-0.23780,-85.6,0.000,0.009,0.0000,0.0000,0.0046,0.000,40.000,41.2,44.0,18.26,-0.000,-0.00,-0.00,-0.00,0
78.322,-0.23775,-85.6,0.000,0.004,0.0000,0.0000,-0.0039,0.000,40.000,41.2,44.0,18.26,-0.000,-0.00,-0.00,0.00,0
78.352,-0.23773,-85.6,0.000,-0.000,0.0000,0.0000,-0.0006,0.000,40.000,41.2,44.0,18.26,0.000,0.00,-0.00,0.00,0
78.382,-0.23773,-85.6,0.000,-0.001,0.0000,0.0000,-0.0029,0.000,40.000,41.2,44.0,18.26,-0.000,-0.00,-0.00,-0.00,0
78.413,-0.23772,-85.6,0.000,0.011,0.0000,0.0000,0.0025,0.000,40.000,41.2,44.0,18.26,0.000,0.00,0.00,0.00,0
78.445,-0.23770,-85.6,0.000,-0.001,0.0000,0.0000,0.0030,0.000,40.000,41.2,44.0,18.26,0.000,-0.00,0.00,0.00,0
78.472,-0.23767,-85.6,0.000,-0.000,0.0000,0.0000,0.0028,0.000,40.000,41.2,43.9,18.26,0.000,-0.00,0.00,-0.00,0
78.504,-0.23767,-85.6,0.000,-0.002,0.0000,0.0000,-0.0035,0.000,40.000,41.2,43.9,18.26,0.000,-0.00,-0.00,0.00,0
78.532,-0.23763,-85.5,0.000,0.001,0.0000,0.0000,-0.0029,0.000,40.000,41.2,43.9,18.26,0.000,0.00,-0.00,-0.00,0
78.564,-0.23762,-85.5,0.000,-0.004,0.0000,0.0000,0.0009,0.000,40.000,41.2,43.9,18.27,-0.000,-0.00,-0.00,0.00,0
78.596,-0.23761,-85.5,0.000,0.003,0.0000,0.0000,-0.0017,0.000,40.000,41.2,43.9,18.26,-0.000,-0.00,-0.00,0.00,0
78.627,-0.23761,-85.5,0.000,-0.000,0.0000,0.0000,0.0002,0.000,40.000,41.2,43.9,18.26,0.000,-0.00,-0.00,-0.00,0
78.657,-0.23761,-85.5,0.000,-0.000,0.0000,0.0000,0.0007,0.000,40.000,41.2,43.9,18.27,0.000,-0.00,0.00,-0.00,0
78.686,-0.23757,-85.5,0.000,0.012,0.0000,0.0000,-0.0016,0.000,40.000,41.2,43.9,18.26,-0.000,-0.00,-0.00,-0.00,0
78.717,-0.23760,-85.5,0.000,0.002,0.0000,0.0000,0.0025,0.000,40.000,41.2,43.9,18.26,0.000,-0.00,-0.00,0.00,0
78.747,-0.23761,-85.5,0.000,-0.000,0.0000,0.0000,0.0057,0.000,40.000,41.2,43.9,18.26,0.000,0.00,0.00,-0.00,0
78.778,-0.23763,-85.5,0.000,-0.004,0.0000,0.0000,0.0032,0.000,40.000,41.2,43.9,18.26,0.000,0.00,-0.00,-0.00,0
78.812,-0.23767,-85.6,0.000,-0.003,0.0000,0.0000,0.0043,0.000,40.000,41.2,43.9,18.26,0.000,-0.00,0.00,-0.00,0
78.843,-0.23773,-85.6,0.000,-0.005,0.0000,0.0000,-0.0002,0.000,40.000,41.2,43.9,18.26,0.000,0.00,0.00,-0.00,0
78.873,-0.23776,-85.6,0.000,-0.003,0.0000,0.0000,0.0024,0.000,40.000,41.2,43.9,18.27,0.000,-0.00,-0.00,-0.00,0
78.903,-0.23779,-85.6,0.000,-0.003,0.0000,0.0000,0.0013,0.000,40.000,41.2,43.9,18.26,0.000,-0.00,-0.00,-0.00,0
78.931,-0.23785,-85.6,0.000,0.000,0.0000,0.0000,0.0028,0.000,40.000,41.2,43.8,18.26,-0.000,0.00,-0.00,0.00,0
78.965,-0.23786,-85.6,0.000,-0.004,0.0000,0.0000,0.0020,0.000,40.000,41.2,43.8,18.25,-0.000,0.00,0.00,-0.00,0
78.996,-0.23788,-85.6,0.000,-0.002,0.0000,0.0000,0.0041,0.000,40.000,41.2,43.8,18.26,0.000,-0.00,-0.00,-0.00,0
79.029,-0.23785,-85.6,0.000,-0.000,0.0000,0.0000,-0.0057,0.000,40.000,41.2,43.8,18.27,0.000,0.00,-0.00,-0.00,0
79.059,-0.23773,-85.6,0.000,0.007,0.0000,0.0000,0.0020,0.000,40.000,41.2,43.8,18.26,0.000,-0.00,0.00,0.00,0
79.089,-0.23770,-85.6,0.000,-0.001,0.0000,0.0000,0.0002,0.000,40.000,41.2,43.8,18.26,0.000,0.00,0.00,0.00,0
79.120,-0.23761,-85.5,0.000,0.001,0.0000,0.0000,-0.0002,0.000,40.000,41.2,43.8,18.27,0.000,-0.00,0.00,0.00,0
79.148,-0.23738,-85.5,0.000,0.007,0.0000,0.0000,0.0097,0.000,40.000,41.2,43.8,18.26,0.000,-0.00,-0.00,-0.00,0
79.180,-0.23702,-85.3,0.000,0.014,0.0000,0.0000,0.0009,0.000,40.000,41.2,43.8,18.26,0.000,-0.00,-0.00,0.00,0
79.212,-0.23660,-85.2,0.000,0.023,0.0000,0.0000,-0.0006,0.000,40.000,41.2,43.8,18.26,0.000,-0.00,0.00,-0.00,0
79.244,-0.23613,-85.0,0.000,0.010,0.0000,0.0000,0.0009,0.000,40.000,41.2,43.8,18.26,0.000,0.00,-0.00,0.00,0
79.274,-0.23585,-84.9,0.000,0.012,0.0000,0.0000,-0.0018,0.000,40.000,41.2,43.8,18.26,0.000,0.00,0.00,-0.00,0
79.304,-0.23566,-84.8,0.000,0.002,0.0000,0.0000,-0.0040,0.000,40.000,41.2,43.8,18.26,-0.000,0.00,0.00,-0.00,0
79.336,-0.23560,-84.8,0.000,-0.002,0.0000,0.0000,0.0055,0.000,40.000,41.2,43.7,18.26,0.000,0.00,0.00,0.00,0
79.365,-0.23566,-84.8,0.000,-0.000,0.0000,0.0000,0.0037,0.000,40.000,41.2,43.7,18.26,-0.000,0.00,0.00,0.00,0
79.396,-0.23541,-84.7,0.000,0.008,0.0000,0.0000,0.0107,0.000,40.000,41.2,43.7,18.27,-0.000,-0.00,-0.00,-0.00,0
79.425,-0.23523,-84.7,0.000,0.002,0.0000,0.0000,-0.0006,0.000,40.000,41.2,43.7,18.26,0.000,-0.00,-0.00,-0.00,0
79.455,-0.23498,-84.6,0.000,0.001,0.0000,0.0000,-0.0008,0.000,40.000,41.2,43.7,18.26,0.000,-0.00,0.00,-0.00,0
79.481,-0.23501,-84.6,0.000,-0.002,0.0000,0.0000,0.0068,0.000,40.000,41.1,43.7,18.26,-0.000,-0.00,-0.00,-0.00,0
79.511,-0.23501,-84.6,0.000,0.002,0.0000,0.0000,-0.0010,0.000,40.000,41.1,43.7,18.26,-0.000,-0.00,0.00,-0.00,0
79.542,-0.23517,-84.7,0.000,-0.004,0.0000,0.0000,-0.0038,0.000,40.000,41.1,43.7,18.26,0.000,0.00,0.00,0.00,0
79.570,-0.23535,-84.7,0.000,-0.015,0.0000,0.0000,0.0022,0.000,40.000,41.1,43.7,18.26,-0.000,0.00,0.00,0.00,0
79.598,-0.23547,-84.8,0.000,-0.000,0.0000,0.0000,0.0019,0.000,40.000,41.1,43.7,18.26,0.000,-0.00,0.00,-0.00,0
79.632,-0.23554,-84.8,0.000,0.002,0.0000,0.0000,-0.0002,0.000,40.000,41.1,43.7,18.26,-0.000,0.00,-0.00,-0.00,0
79.661,-0.23566,-84.8,0.000,-0.009,0.0000,0.0000,0.0055,0.000,40.000,41.1,43.7,18.26,-0.000,0.00,-0.00,0.00,0
79.689,-0.23585,-84.9,0.000,-0.000,0.0000,0.0000,-0.0018,0.000,40.000,41.1,43.7,18.26,-0.000,-0.00,-0.00,0.00,0
79.715,-0.23602,-85.0,0.000,-0.001,0.0000,0.0000,-0.0039,0.000,40.000,41.1,43.7,18.27,-0.000,0.00,0.00,-0.00,0
79.747,-0.23608,-85.0,0.000,0.000,0.0000,0.0000,-0.0052,0.000,40.000,41.1,43.7,18.27,0.000,0.00,-0.00,0.00,0
79.780,-0.23608,-85.0,0.000,-0.003,0.0000,0.0000,0.0072,0.000,40.000,41.1,43.6,18.26,0.000,0.00,0.00,-0.00,0
79.809,-0.23605,-85.0,0.000,0.002,0.0000,0.0000,0.0036,0.000,40.000,41.1,43.6,18.26,0.000,-0.00,-0.00,-0.00,0
79.839,-0.23602,-85.0,0.000,0.001,0.0000,0.0000,-0.0011,0.000,40.000,41.1,43.6,18.27,-0.000,-0.00,-0.00,0.00,0
79.865,-0.23599,-85.0,0.000,0.000,0.0000,0.0000,-0.0009,0.000,40.000,41.1,43.6,18.26,0.000,0.00,-0.00,0.01,0
79.895,-0.23571,-84.9,0.000,0.010,0.0000,0.0000,0.0044,0.000,40.000,41.1,43.6,18.26,0.000,-0.00,0.00,-0.00,0
79.925,-0.23510,-84.6,0.000,0.012,0.0000,0.0000,0.0059,0.000,40.000,41.1,43.6,18.27,-0.000,-0.00,-0.00,-0.00,0
79.958,-0.23496,-84.6,0.000,-0.018,0.0000,0.0000,0.0004,0.000,40.000,41.1,43.6,18.26,-0.000,-0.00,-0.00,-0.00,0
79.988,-0.23548,-84.8,0.000,-0.013,0.0000,0.0000,0.0044,0.000,40.000,41.1,43.6,18.26,0.000,-0.00,0.00,-0.00,0
80.018,-0.23553,-84.8,0.000,0.000,0.0000,0.0000,-0.0007,0.000,40.000,41.1,43.6,18.26,0.000,0.00,-0.00,0.00,0
80.048,-0.23506,-84.6,0.000,0.025,0.0000,0.0000,0.0005,0.000,40.000,41.1,43.6,18.27,0.000,-0.00,0.00,0.00,0
80.078,-0.23490,-84.6,0.000,0.005,0.0000,0.0000,0.0059,0.000,40.000,41.1,43.6,18.25,-0.000,-0.00,0.00,0.00,0
80.108,-0.23492,-84.6,0.000,-0.000,0.0000,0.0000,-0.0018,0.000,40.000,41.1,43.6,18.26,-0.000,-0.00,0.00,-0.00,0
80.138,-0.23487,-84.6,0.000,0.002,0.0000,0.0000,0.0007,0.000,40.000,41.1,43.6,18.26,0.000,0.00,-0.00,-0.00,0
